class_mark,text_review
1,"1+1 Переведя название этого фильма как «1+1», российские кинопрокатчики проявили редкостную для них проницательность, потому что взаимоотношения главных героев - это не что иное, как сложение двух величин. Не столкновение, как может показаться сначала, а именно сложение. Сложение двух миров, двух характеров, двух темпераментов, сумма которого равна основе человеческого существования - дружбе. Казалось бы, что общего между эстетствующим, обеспеченным инвалидом преклонных лет и чернокожим парнем с окраины Парижа? На первый взгляд – ничего. Однако после начальной сцены фильма становится понятно, что их связывает незыблемая духовная близость, близость эмоционально-чувственная, близость наркотическая, та, что залечивает душевные раны, дарует забытую радость и возвращает ощущение полноценной жизни. Обездвиженный и мрачный, Филипп забыл, каково это – любить жизнь и дышать свежим воздухом. И вот в безрадостной жизни Филиппа появляется Дрисс, который является своеобразным подарком судьбы, но в большей степени — её искуплением. А ведь картина «1+1» повествует не столько о горестях парализованного человека, сколько о его радостях. Без нарочито «оскарной» лакировки и мелодраматической слезоточивости, авторы картины словно обходят стороной паралич главного героя, создавая из заведомо грустной истории историю комедийную, жизнеутверждающую, вдохновляющую. Режиссёры Оливье Накаш и Эрик Толедано усвоили несколько правил, определяющих успех любого произведения, первое из которых заключается в том, чтобы не давить на зрителя"
1,"Матрица Ищите в фильме смысл. Вы его увидите.Очень трудно рецензировать фильм, который уже признан киноклассикой, да к тому де ещё и стал один из самых любимых тобою. Не знаю, под чем были братья Вачовски (тогда ещё братья!), когда у них возникла идея создания кибермира, где практически всё окружающее нас называется необычным словом 'Матрица'. Довелось услыхать, что братья Вачовски в своём фильме в главной роли нового мессии всего человечества видели чернокожего актёра Уилла Смита, но тот отказался и выбор пал на не менее 'звёздного' Кеану Ривза, с которым не так давно с успехом прошёл мистический триллер 'Адвокат дьявола'. Теперь кто-нибудь вообще задумывается об этом? Кто-либо назовёт именем Нео кого-то другого? Стечение обстоятельств, которые сыграли на руку братьям Вачовски, не иначе, а имя Нео давно уже стало нарицательным. 'Тук-тук, Нео' - и здесь двойная жизнь героя Ривза - днём программиста среднего звена, ночью компьютерного хакера - подходит к концу. 'Следуй за кроликом' - и Нео, он же в миру Томас Андерсон, готов уже верить во что-то необыкновенное, но он ещё не знает во что он будет верить и насколько это необыкновенное. Как я говорил выше, никто уже не сомневается, что лучше исполнить роль нового мессии кроме, как Кеану Ривза просто никто бы"
1,"Побег из Шоушенка Занимайся жизнью или занимайся смертьюЧасто вопрос 'Какой твой любимый фильм?' ставит в тупик. Люди начинают судорожно перебирать в памяти просмотренные киноленты... и в итоге делают вывод: 'у меня их много, все по-своему хороши'. Когда-то, до просмотра этого фильма Фрэнка Дарабонта, мой ответ мало чем отличался от того, что я написал чуть выше. Теперь всё просто и однозначно. Собираясь несколько лет назад просмотреть 'Побег из Шоушенка', я к нему относился априори предвзято... Смущало название фильма, в котором уж слишком легко угадывался его сюжет и основная изюминка. Но я глубоко ошибался. С первых минут фильм захватывает и не отпускает до финальных титров. Энди Дюфрейн предстаёт перед зрителями этаким эталоном спокойствия и терпения, бесконечно умным человеком, который, несмотря на такой роковой поворот в своей жизни, не потерял главного - надежды, чести и достоинства. Морган Фримен, по моему мнению входящий в пятерку лучших актеров всех времен и народов, великолепен в роли ирландца Рэда. В фильме вы не увидите умопомрачительных спецэффектов, они попросту не нужны и с лихвой компенсируются интересными и неожиданными поворотами, прекрасной актерской игрой и обаянием главным героев. P.S. Каюсь, прочитал рассказ Стивена Кинга, по мотивам которого сделан фильм, только недавно. Не в обиду великому писателю, но фильм получился лучше"
1,"Матрица Ищите в фильме смысл. Вы его увидите.В свое время выход фильма 'Матрица' произвел эффект разорвавшейся бомбы. Чему явное доказательство - вполне приличные кассовые сборы. Имеется интересный и немного сложный сюжет, смысл которого иногда понимается со второго раза, иногда с третьего, а иногда, если повезет, то и с десятого. Плюс крутые спецэффекты, без которых научно-фантастический фильм не особенно смотрится. Также хороший актерский состав, ну и много чего еще интересного. Опять же, киберпанк. .. Братья Вачовски прекрасно знали, как подогреть зрительский интерес к своей картине. И еще они прекрасно знали, что после просмотра фильма (а иногда и двухкратного, и трехкратного и т.д.) очень многие люди возведут очи горе и скажут: 'Да, гениально!'. Кто-то схватит в руки Библию и начнет, брызгая слюной от восхищения, приводить оттуда цитаты и применять их непосредственно к фильму. Дескать, о да, чуть ли не переложения ветхозаветных и новозаветных истин на современный язык, да еще и в антураже киберпанка. А что если это попытка Вачовски открыть людям глаза на то, что весь мир живет в самообмане, наведенном сатаной? Действительно, актуально. .. Не могу согласиться, но и не согласиться тоже не могу. Думаю, 'Матрица' - вполне самобытная кинокартина, а искать аналоги с Библией можно чуть ли не в каждом"
1,"Матрица Ищите в фильме смысл. Вы его увидите.Что такое есть реальность? Как ее можно отличить от искусственного мира? Где проходит та самая грань? На все эти вопросы постарается ответить культовый фильм моего детства под названием 'Матрица'. Давно уже нужно было написать свои мысли об этом кино, но дошел я до него только сейчас. Братья... кхм-кхм... теперь уже сестры Вачовски создали практически образцовый киберпанк, на который до сих пор равняются многие режиссеры. Сюжет. Томас Андерсон ведет двойную жизнь. Днем он работает программистом в серьезной компании, а ночами он известен как хакер Нео. Однажды герою предстоит узнать страшную тайну по поводу окружающей его действительности, из-за чего его жизнь навсегда изменится... Сценарий прописан до мелочей. Авторы придумали целый мир внутри мира, благодаря чему зритель будет рад исследовать его вместе с героями. Здесь не будет неожиданных поворотов сюжета или ошеломляющей концовки: все самые внезапные события произойдут довольно быстро. Зато потом поданную зрителю на блюдечке тему будут стремительно развивать, постепенно вовлекая смотрящего в правила игры данной вселенной. Атмосфера. Практически сразу в глаза бровается серая депрессивность картинки, которая этим настраивает на нужный лад. С первых минут экшеновые сцены выглядят до такой степени здорово, что аж дыхание перехватывает. Приятно осознавать, что то, что казалось крутым в детстве,"
1,"Назад в будущее 2 ...Собрание киноклуба где-то в глухой провинции. Выцветшие постеры поверх обшарпанных стен, деревянные стулья и скрипучие половицы. Неуютная комната полна народа разной масти и всех возрастов... Здравствуйте дорогие друзья, сегодня хотелось бы поговорить о замечательной ленте Роберта Земекиса, сиквеле фильма «Назад в будущее». Почему о сиквеле? Так ведь первый фильм уже обсуждали на прошлом собрании, а кто пропустил, то не вина остальных. Но вернемся все же ближе к теме. Повелось такое дело, что продолжения кинохитов обычно выходят значительно хуже, ну или незначительно хуже, нежели сами хиты. А вот перед нами показательный пример опровержения данного пренеприятного тезиса. Тем паче, что эта комедийно-приключенческая лента не вилами на воде писана, а органично продолжает сюжетную линию главных героев, Марти и дока, недаром хитрый Земекис оставил в первой кинокартине завязку для продолжения. Как все наверняка заметили, Роберту пришлось выкручиваться из нескольких форс-мажорных ситуаций, актрису на роль Дженнифер менять, а потому и первосцену переснимать по новой. Для кого это там, на задних рядах, новостью стало? Что я и говорил, еще один повод уверовать в старания постановщиков сего замечательного полотна. Вот некоторые вольны ругать фильм за запутанность пространственно-временных перемещений, мол, что это за бред такой – вернуться в прошлое, в тот самый момент, когда"
1,"Зеленая миля Фрэнк Дарабонт — один самых лучших режиссеров в мире! Его великолепные произведения: «Побег из Шоушенка» и «Зеленая миля» — невероятно трогают за душу. Но Зеленую милю я прочувствовал всем сердцем, от самого начала до эпилога этого кино. Теперь подробней о самом фильме. Том Хэнкс — сыграл Пола Эджкомба, прожившего 108 лет. Одна из самых лучших ролей Тома, на мой взгляд. Пол — главный герой фильма запоминается своим простодушием и честностью. Его работа на первый взгляд кажется невзрачной и легкой, но на самом деле очень тяжело наказывать и видеть, как люди принимают это наказание. Майкл Кларк Дункан, сыгравший в этом фильме Джона Коффи — героя очень эмоционального, доброго, отзывчивого и обладающего способностью лечить людей, очень хорошо передал своего персонажа зрителям. Вывод: Порой кажется, что Зеленая миля и есть наша жизнь, и то как мы пройдем, зависит только от нас самих. Картина точно заслуживает внимания, и я всем советую ее посмотреть. 10 из 10"
1,"Матрица Ищите в фильме смысл. Вы его увидите.Возможно, написав эту рецензию, её одобрит матрица и она станет полезной. Из всех противостояний между людьми и машинами - это самое интересное, оригинальное и наилучшим способом реализованное. Если бы не такой конкурент по премии Оскар, как “Красота по-американски”, то мне кажется фильм бы урвал награду и за лучший сценарий. Хотя, стоит ли ориентироваться на Оскар? Часто его получают такие фильмы, о которых никто не говорит и никто не помнит. Бывает, что когда сюжет фильма сильно закручен и пытается медленно погружать зрителя в суть происходящего, то от фильма охота по-скорее избавиться и забыть его. Но такое не происходит с матрицей, и мне кажется это из-за того, что, во-первых: каждый из нас наверняка думал о возможной вероятности существования именно такого мира, а во вторых - это воплощение в невероятном сюжете столь высоких визуальных эффектов, которые заставят смотреть фильм даже самого главного ненавистника подобной фантастики. Кроме спецэффектов у фильма потрясающие декорации, костюмы, но все-же слишком наглядно показан жанр киберпанка (разруха и мир будущего порой слишком несочетаются), что конечно же красиво, но убивает мысли о правдивости всего что мы видим. О музыкальном сопровождении говорить ничего не буду, т.к. Оскар просто не дают. Сейчас это уже культовый фильм,"
1,"1+1 Фильм прекрасен. Он не оставляет равнодушным даже самого циничного критика (во всяком случае я так наивно полагаю). И да простят мне некоторую возможную необъективность. После просмотра фильма ты наполняешься необычайным позитивом. Последний раз такие эмоции я испытывал после 6-часового свидания с прелестной девушкой с прогулками под луной. Возможно, кто-то подумает, что я слишком эмоционален, либо же, наоборот, мой жизненный опыт лишён реальных эмоций, но речь ведь не обо мне. А о чудесном подарке из Франции под названием 'Intouchables'. Меня несколько смутило официальное русское название '1+1', в то же время неофициальное 'Неприкасаемые' (было бы Untouchable) тоже фильму явно не подходит. Потому что речь не о математическом уравнении или каких-то неприкасаемых людях. А о том, как два абсолютно разных человека, как внешне, так и внутренне, нашли друг в друге некую гармонию, некий смысл, который изменил их взгляды на жизнь, сделав их более яркими и эмоциональными. И наверняка поэтому название пишется через букву i, ибо они то как раз осязаемые и прикасаемые, причём не физически, а духовно. Итак, перед нами два героя из разных слоёв общества - богатый Филипп и бедный Дрисс. Один до конца своих дней прикован к инвалидному креслу, парализованный, неспособный даже на самоубийство, другой - здоровый и сильный, но"
1,"Матрица Ищите в фильме смысл. Вы его увидите.Мир на пороге миллениума, пик развития цивилизации: сознание людей существует алгоритмами в неосязаемой, невидимой, необоняемой и периодически невкусной тюрьме запрограммированного бытия, а тела биологическими батарейками подпитывают механических триумфаторов на два столетия позже. Матрица – виртуальная среда, фальшивая жизнь, циничное издевательство слишком хорошо перенявшего некоторые черты своих создателей искусственного интеллекта. Томас Андерсон – будущий спаситель человечества, днем в поте лица работает на ИТ-гиганта, платит налоги и тимуровски помогает консьержке выносить мусор, а ночью персональным мессией криминальной микровселенной совершает всевозможные киберпреступления под теперь уже культовым никнеймом «Нео». Антивирусные спецслужбы выходят на героя одновременно с группой лысого, темнокожего и загадочного международного террориста Морфеуса. Первые недвусмысленно зашивают ему рот и запускают в пузо недвусмысленного жучка, а вторые вынимают жучка, очаровывают цитатами из Кэррола и хитрым пеленгом вытаскивают в чудовищно несимпатичную, но единственно настоящую реальность, которую и предстоит спасать. Сейчас, наверное, тяжело в это поверить, но в свое время «Матрица» изрядно удивляла. Начинаясь невыносимо зеленым нуаром, детективными полунамеками и нестареюще замечательными рапидами, фильм крутых братьев Вачовски подкупает бесстыднейшим заигрыванием не со всеми, но с каждым. Сообщите миллионам, что с этим миром что-то не в порядке, и миллионы станут вашими навсегда, с потрохами. Стихийный солипсизм и бойкая анархистская риторика"
1,"Назад в будущее 2 'Назад в будущее 2' - прямое продолжение культового фильма 1985 года, принесшего его создателям гигантские кассовые сборы и прославившего режиссера Роберта Земекиса и актера Майкла Дж. Фокса, персонаж которого, Марти МакФлай, стал одним из символов 80-х годов. Во второй части фильма Марти придется действительно попасть в будущее, в 21 век, чтобы спасти своих детей. Вторая часть кажется гораздо более взрослой и зрелой, чем первая, отчасти из-за того, что в данном фильме затронуты проблемы отцов и детей. 'Назад в будущее 2' - фильм, который по масштабу сильно превосходит первую часть, ибо бюджет ленты уже был намного выше. Спецэффекты в фильме стали реалистичнее и красивее, а будущее передано с потрясающей и удивительной фантазией и любовью. По-прежнему главной удачей картины стали не визуальные эффекты, великолепно снятые оператором Дином Канди, а актерские работы Майкла Дж. Фокса, персонаж которого во второй части становится более зрелым и терпит прямые и косвенные метаморфозы, Кристофера Ллойда, буквально вжившегося в образ Дока Брауна, Томаса Ф. Уилсона, Элизабет Шу и Леа Томпсон. Вновь зрителей сопровождает мощный саундтрек Алана Сильвестри, ставший классикой на века. 'Назад в будущее 2' - яркое и зрелищное продолжение первого фильма, который я рекомендую к просмотру всем без исключения. 9 из 10"
1,"Матрица Ищите в фильме смысл. Вы его увидите.Матрица. Ты слышал о ней? Нет, но ты хочешь узнать что это? Матрица повсюду, она окружает тебя и меня, даже сейчас, когда ты читаешь эту рецензию. Ты ее не чувствуешь, но она рядом. Мир - ты думаешь он реален? Все что ты видишь, слышишь, то к чему ты прикасаешься, с кем ты общаешься - реально? А что по твоему реальность? Ведь ты даже не знаешь реален ли этот монитор в который ты сейчас смотришь. Да, ты его видишь, можешь потрогать - ты его чувствуешь. Но откуда тебе знать что это реальность? Откуда ты знаешь что это не какая нибудь программа? Но да, есть еще сон. Но ведь ты не спишь, правда? Ущипни себя, проверь сон ли это. Что если я скажу тебе, то что твой обычный мир и есть та самая матрица? Тебе в это трудно поверить, а мне в свою очередь еще труднее это пояснить. Я не могу тебе объяснить что такое матрица, но я могу показать. А ты ведь хочешь? Итак я даю тебе выбор: Синяя таблетка - глотнешь ее и через несколько минут ты все забудешь, то что я тебе наговорил ты не примешь за реальность. Это сон, ты проснулся"
1,"Матрица Ищите в фильме смысл. Вы его увидите.Программист Томас Андерсон имеет вторую жизнь, в которой он известен как хакер Нео. Однажды через сеть на него выходит некий посланник из ХХII века, который для начала пытается спасти Нео от преследования людей в чёрном - загадочных и вездесущих Агентов, смахивающих на работников спецслужб. В конце концов, ему удается вырвать Нео из лап стражей порядка и переправить в настоящий мир, которым правит искусственный интеллект, и где человек является лишь кормом для всесильных машин. А мир, из которого Нео был изъят, на самом деле лишь фикция, виртуальная программа. Посланники видят в Нео Избранного, который должен спасти мир… Несмотря на то, что многие из слагаемых картины не раз были апробированы в кино (от 'Блэйд-раннера' до 'Джонни Мнемоника' всё с тем же Киану Ривзом), гипнотическая фантазия создателей «Матрицы», помноженная на сюжет в духе навороченной компьютерной игры, берут верх над мрачными аллюзиями апокалиптического толка и замысловатостью драматургических ходов. В результате, братья Вачовски одерживают двойную победу. Им удается не только спрятать фигу в кармане - показать не самое симпатичное будущее, в котором интеллект компьютера превзойдет человеческий (при этом они сами создали такое будущее, подчинив себе компьютер), но еще и обеспечить себя работой на Фабрике грез, что для бывших"
1,"Список Шиндлера Фильмов о Второй Мировой войне много, также немало фильмов о Холокосте. Но фильм 'Список Шиндлера', безусловно, один и лучших, если не самый лучший фильм о таком тяжёлом времени и царящих тогда ужасах. В этой картине всё потрясает - масштабность съёмок, количество массовки, великолепная музыка. К каждому герою фильма, даже если он появился лишь в небольшом эпизоде, проникаешься сочувствием. Смотря этот фильм, погружаешься в атмосферу этих жутких годов и поражаешься царящей жестокости. В то же время как же радостно, что были люди, которые, жертвуя всем, спасали многочисленные жизни других. К этим людям относится главный герой Оскар Шиндлер (Лиам Ниссон), блестяще исполненный этим потрясающим актёром. Фильм смотрела на ночь и долго не могла уснуть, потому что он меня потряс. 'Список Шиндлера' достоин всех оскаров, которые только могут быть. Побольше бы таких фильмов! 10 из 10"
1,"Зеленая миля 'Когда призовет Господь на свой суд праведный, Он спросит меня: «Почему ты убил одно из настоящих моих чудес? » Что я Ему скажу? Что это моя работа?'(с.) Как же давно я собиралась посмотреть этот фильм, потому что он единственный из 10 лучших фильмов, который я не смотрела. Было просто необходимо заполнить этот пробел. Признаюсь честно аннотация к фильму не говорила о нем ничего, короткая невнятная бредня. Столько слез я не проливала со времен просмотра 'Титаника'. Каждый эпизод, будь он позитивный или негативный вызывал слезы. Каждый эпизод пробрался глубоко в душу и оставил там след навсегда. Этот фильм как пропаганда доброты, милосердия и сострадания. 'Как фильм о тюрьме, блоке смертников и убийцах вообще может быть добрым?'- спросите вы. Да, есть эпизоды насилия и жестокости, но они так ничтожны и на фоне тепла и добра кажутся еще более чудовищными и отвратительными. Что бы вы испытали к человеку, который раздавил мышь, не знаю, но в фильме вы возненавидите его всем сердцем, как самого гнусного из преступников. Все, что происходит на Миле — остается на Миле. Это закон. Зеленая миля, как мини государство в котором нужно жить по законам этого государства. А закон очень прост: всегда поступай исходя из моральных принципов. Если"
1,"Список Шиндлера Трудно поверить, что человек, сидевший в кресле режиссера таких картин, как 'Челюсти' и 'Парк Юрского периода', снял ТАКОЕ кино. Тема фашизма, жестокости, ужаса концлагерей поднималась в кинематографе не раз и не два, да и, честно говоря, думаю, что еще очень и очень многие режиссеры прибегнут к данной тематике, так как она, что уж греха таить, действительно выигрышная. Описывать страшные события, которые по-настоящему пугают (черный дым, истощенные тела, родители, разлученные со своими детьми) достаточно легко, потому что они, во-первых, никогда не будут забыты, а во-вторых, всегда найдут поддержку у зрителя. Но сделать это так гениально, как это сделал Спилберг, не получилось, по моему мнению, ни у кого. Черно-белая картинка с одной стороны указывает на то, что этому ужасу и беспредел пришел конец, что все позади, но одновременно заставляет понять, что это реальность, некое 'документальное' кино, если хотите. Потрясающая игра актеров: жестокий, абсолютно обезумевший Файнс, отнюдь не положительный, но заставляющий себя уважать Нисон (особенно хороша последняя сцена, так много искреннего желания помочь, так много раскаяния, которого ты не ожидаешь), благодарный и честный Кингсли. Монтаж, саундтрек, операторская работа - все на высоте. Ну и, конечно, последние кадры: Израиль, наши дни, могила, с моей точки зрения, героя и безумно благодарные люди, благодарные"
1,"Зеленая миля Первый раз стесняюсь родителям показаться на глаза - не хочу, чтобы они видели мое заплаканное лицо. Я первый раз в жизни не стеснялся своих эмоций, я просто не мог сдержать свои чувства - слезы лились ручьем. Это очень странно - так переживать из-за фильма, но я просто не могу иначе - он очень глубоко задел что-то у меня внутри, настолько глубоко, что я до сих пор не могу успокоиться. Этот фильм снимался в 1999 году, т.е. ему уже 10 лет, а я только что его посмотрел. Я очень много потерял, что не посмотрел его раньше - мог бы не допустить столько жизненных ошибок, сколько допустил. Понимаю, на них учатся, но их просто могло бы не быть и всем было бы только лучше от этого. Просто бесподобный фильм! Настолько бесподобный, что не побоюсь назвать его самым лучшим фильмом, просмотренным за всю мою жизнь. Настолько чувственный, настолько поучительный, настолько печальный. И в то же время (в некоторых моментах) иногда просто не можешь сдержать смех. Уж такие были забавные ситуации. Я просто не могу представить, как можно жить с таким даром, как у Джона. Он мог видеть все людские грехи, мог слышать все их мысли, а это иногда просто как ножем"
1,"1+1 Я обожаю жанр комедий в любом его проявлении. Сатирические комедии, молодежные комедии, черные комедии и т.п. Однако всё чаще и чаще этот гордый жанр 'комедия' подвергается атакам различного рода ширпотребов, которые снимают дилетанты, не умеющие ни писать сценарий, ни разбираться в игре актеров... Это очень печально. Посмотреть этот фильм я решил лишь для того, чтобы просто скоротать вечерок, думал, что очередная забавная комедия, которую посмотрю, пару дней повспоминаю и забуду. Не тут то было! Как же я счастлив, что посмотрел этот фильм. За что я люблю французский кинематограф, так это за профессионализм и полную ответственность. Ну согласитесь, что французы знаю толк в кино. Я даже убежден, что Голливуду есть чему поучиться у французов, как режиссеров, сценаристов, так и актеров. Люк Бессон, Жан Рено, Бельмондо, Луи Де Фюнес и др. Пора переходить непосредственно к фильму. Что же в этом фильме такого хорошего?! Это, во-первых, великолепная актерская игра. Омар Си - бесподобный актер. Очень позитивный, харизматичный и, самое главное, живой в плане эмоций. А ещё он восхитительно танцует. В этом вы убедитесь, если посмотрите картину. Франсуа Клюзе вжился в роль на все 200%. Вот она, классическая французская актерская школа. Сумел лишь игрой лица и мимики передать и грусть, и радость, и"
1,"Зеленая миля Уважаемые дамы и господа! Перед тем, как вы начнете читать мою рецензию, назовите мне пожалуйста болезнь, которая уничтожила больше всего людей во все времена и может по праву считаться «Бичом человечества»? «Конечно же, чума!» - ответите вы. Нет, друзья мои, это не чума, не СПИД, не рак. Эта эпидемия пошла с Древнейших времен и до сих пор пожинает богатые «плоды» своей деятельности. Имя ей – человеческое Равнодушие. Мало кто осознает, сколько бед принесла в прошлом и еще принесет в будущем эта чудовищная болезнь. Против нее не существует панацеи, единственный способ с ней бороться – начать с самого себя. Казалось бы, как мое вступление связано с фильмом «Зеленая миля»? Фильм открывает перед зрителем всю полноту, весь ужас этой вышеназванной болезни. Фильм стирает все границы между добром и злом. Судьи становятся палачами, преступниками заповеди Божьей «НЕ УБЕЙ!». Они по сути совершают равносильное преступление, приговаривая негодяя к смертной казни. Не в коем случае не подумайте, что я оправдываю маньяков и убийц! Во мне нет ни капли жалости к этим людям. Но никакое живое существо не заслуживает смерти, каким бы ужасным оно не было! Не судья, не совет присяжных дал жизнь этому человеку, и не ему ее отнимать. Может быть, вы помните"
1,"Матрица Ищите в фильме смысл. Вы его увидите.Для меня Матрица стала особым фильмом, именно начиная с этого фильма я стал ходит в кинотеатр, мне было 12 лет, когда я впервые увидел этот шедевр, данная картина показала мне совершенно иную реальность чем я видел до этого. Потрясающий актёрский состав: Киану Ривз, Лоуренс Фишберн, Кэрри-Энн-Мосс, Хьюго Уивинг и много других потрясающих актёров. Прежде всего, что трогает в этом фильме - это интересный сюжет, что сейчас Голливуду не хватает, потому что в основном сейчас у них кризис нормальных сценариев и сюжетов. Трудно что-то говорить по поводу этого фильма, это просто надо видеть, жаль, что на тот момент не было 3д, а то эффект от просмотра был бы ещё лучше, но даже без 3 д, фильм получился великолепным. А такие герои как Морфиус, Нео, Агент Смит давно уже стали культовыми героями. Очень понравились диалоги в этом фильме, которые давно уже стали крылатыми и уверен, что так думают и другие люди кому понравился этот фильм, к сожалению последующие две другие части, уже не были такими какой была первая часть, да они захватывающие динамичные, интригующие, но это уже не то, что мы видели в первой части. Это фильм моего детства и это шедевр, который можно пересматривать"
